 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
  155     155        1   720.02    0.00    1.47   15.90    2.74    3.73    9.12
  156     156        1   726.22    0.00    1.49   18.00    2.93    3.77    9.39
  157     157        1   732.42    0.00    1.50   18.80    3.11    3.81    9.68
  158     158        1   738.62    0.00    1.51   19.10    3.30    3.84    9.96
  159     159        1   744.82    0.00    1.53   17.40    3.52    3.85   10.18
  160     160        1   751.02    0.00    1.54   17.30    3.77    3.87   10.37
  161     161        1   757.22    0.00    1.55   18.40    4.00    3.88   10.59
  162     162        1   763.42    0.00    1.56   19.40    4.21    3.91   10.82
  163     163        1   769.63    0.00    1.58   15.70    4.38    3.92   10.99
  164     164        1   775.83    0.00    1.59   14.90    4.57    3.93   11.10
  165     165        1   782.03    0.00    1.60   15.40    4.77    3.94   11.21
  166     166        1   788.23    0.00    1.62   13.00    4.96    3.94   11.25
  167     167        1   794.43    0.00    1.63   18.30    5.21    3.96   11.34
  168     168        1   800.63    0.00    1.64   16.40    5.44    3.98   11.46
  169     169        1   806.83    0.00    1.65   13.30    5.67    3.98   10.82
  170     170        1   813.03    0.00    1.67   17.60    5.93    4.00   10.92
  171     171        1   819.23    0.00    1.68   20.40    6.20    4.02   11.14
  172     172        1   825.43    0.00    1.69   20.60    6.44    4.05   11.38
  173     173        1   831.63    0.00    1.71   19.30    6.67    4.07   11.59
  174     174        1   837.83    0.00    1.72   17.60    6.84    4.09   11.77
  175     175        1   844.03    0.00    1.73   19.10    7.06    4.12   11.93
  176     176        1   850.23    0.00    1.74   22.50    7.32    4.16   12.15
  177     177        1   856.43    0.00    1.76   23.50    7.53    4.22   12.40
  178     178        1   862.64    0.00    1.77   23.10    7.75    4.28   12.65
  179     179        1   868.84    0.00    1.78   23.20    7.93    4.34   12.88
  180     180        1   875.04    0.00    1.80   22.70    8.09    4.41   13.08
  181     181        1   881.24    0.00    1.81   19.80    8.22    4.46   13.23
  182     182        1   887.44    0.00    1.82   15.60    8.32    4.50   13.11
  183     183        1   893.64    0.00    1.83   15.70    8.42    4.53   13.12
  184     184        1   899.84    0.00    1.85   15.50    8.50    4.57   13.14
  185     185        1   906.04    0.00    1.86   15.40    8.55    4.62   13.17
  186     186        1   912.24    0.00    1.87   13.60    8.61    4.67   13.17
  187     187        1   918.44    0.00    1.88   14.50    8.71    4.72   13.14
  188     188        1   924.64    0.00    1.90   14.30    8.79    4.74   13.11
  189     189        1   930.84    0.00    1.91   14.70    8.88    4.76   13.11
  190     190        1   937.04    0.00    1.92   11.90    8.95    4.79   13.09
  191     191        1   943.24    0.00    1.94   14.60    9.05    4.84   13.09
  192     192        1   949.45    0.00    1.95   12.90    9.15    4.86   13.08
  193     193        1   955.65    0.00    1.96   14.20    9.29    4.88   13.05
  194     194        1   961.85    0.00    1.97   13.30    9.38    4.89   13.04
  195     195        1   968.05    0.00    1.99   13.50    9.49    4.91   13.03
  196     196        1   974.25    0.00    2.00   16.00    9.62    4.95   13.05
  197     197        1   980.45    0.00    2.01   16.20    9.76    5.01   13.08
  198     198        1   986.65    0.00    2.03   17.30    9.93    5.06   13.14
  199     199        1   992.85    0.00    2.04   20.00   10.10    5.10   13.24
  200     200        1   999.05    0.00    2.05   19.50   10.24    5.12   13.35
  201     201        1  1005.25    0.00    2.06   20.50   10.38    5.17   13.46
  202     202        1  1011.45    0.00    2.08   19.50   10.51    5.22   13.56
  203     203        1  1017.65    0.00    2.09   13.90   10.61    5.25   13.58
  204     204        1  1023.85    0.00    2.10   14.30   10.71    5.27   13.45
  205     205        1  1030.05    0.00    2.12   12.80   10.81    5.29   13.44
  206     206        1  1036.25    0.00    2.13   14.40   10.93    5.32   13.22
  207     207        1  1042.45    0.00    2.14   15.20   11.07    5.36   13.24
  208     208        1  1048.65    0.00    2.15   17.20   11.18    5.41   13.28
  209     209        1  1054.85    0.00    2.17   18.80   11.30    5.46   13.37
  210     210        1  1061.05    0.00    2.18   16.10   11.40    5.50   13.42
  211     211        1  1067.25    0.00    2.19   15.60   11.47    5.54   13.43
  212     212        1  1073.45    0.00    2.21   16.00   11.53    5.57   13.45
  213     213        1  1079.65    0.00    2.22   16.90   11.61    5.61   13.48
  214     214        1  1085.85    0.00    2.23   18.10   11.70    5.64   13.54
  215     215        1  1092.04    0.00    2.24   19.10   11.80    5.68   13.61
  216     216        1  1098.24    0.00    2.26   17.50   11.90    5.70   13.68
  217     217        1  1104.44    0.00    2.27   15.90   11.96    5.74   13.71
  218     218        1  1110.64    0.00    2.28   15.60   12.00    5.80   13.73
  219     219        1  1116.84    0.00    2.29   19.70   12.10    5.87   13.78
  220     220        1  1123.04    0.00    2.31   21.70   12.24    5.94   13.88
  221     221        1  1129.24    0.00    2.32   22.70   12.39    6.01   14.02
  222     222        1  1135.44    0.00    2.33   18.30   12.49    6.08   14.12
  223     223        1  1141.64    0.00    2.35   15.80   12.56    6.11   14.15
  224     224        1  1147.84    0.00    2.36   14.90   12.66    6.15   13.98
  225     225        1  1154.04    0.00    2.37   19.20   12.79    6.22   14.02
  226     226        1  1160.24    0.00    2.38   18.60   12.91    6.30   14.09
  227     227        1  1166.44    0.00    2.40   20.30   13.05    6.38   14.16
  228     228        1  1172.63    0.00    2.41   21.90   13.19    6.47   14.27
  229     229        1  1178.83    0.00    2.42   20.30   13.32    6.54   14.37
  230     230        1  1185.03    0.00    2.44   19.90   13.45    6.61   14.45
  231     231        1  1191.23    0.00    2.45   20.80   13.58    6.68   14.53
  232     232        1  1197.43    0.00    2.46   20.90   13.73    6.75   14.62
  233     233        1  1203.63    0.00    2.47   19.40   13.87    6.80   14.69
  234     234        1  1209.83    0.00    2.49   19.80   14.00    6.85   14.74
  235     235        1  1216.03    0.00    2.50   20.60   14.13    6.91   14.79
  236     236        1  1222.23    0.00    2.51   18.30   14.22    6.97   14.84
  237     237        1  1228.43    0.00    2.53   15.90   14.29    7.03   14.84
  238     238        1  1234.63    0.00    2.54   13.20   14.35    7.07   14.81
  239     239        1  1240.83    0.00    2.55   13.00   14.39    7.12   14.76
  240     240        1   106.20    0.00    0.21   12.40   14.43    7.15   14.38
  241     241        1   112.40    0.00    0.22   12.10   14.51    7.18   13.80
  242     242        1   118.60    0.00    0.23   12.40   14.58    7.23   13.32
  243     243        1   124.80    0.00    0.25   13.70   14.67    7.26   13.11
  244     244        1   131.00    0.00    0.26   10.80   14.75    7.28   12.87
  245     245        1   137.20    0.00    0.27   13.40   14.84    7.32   12.77
  246     246        1   143.40    0.00    0.28   11.50   14.91    7.35   12.70
  247     247        1   149.60    0.00    0.30   15.90   15.01    7.39   12.74
  248     248        1   155.80    0.00    0.31   15.60   15.10    7.43   12.98
  249     249        1   162.00    0.00    0.32   14.40   15.18    7.46   13.15
  250     250        1   168.20    0.00    0.33   12.70   15.25    7.49   13.17
  251     251        1   174.40    0.00    0.35   12.20   15.30    7.53   13.08
  252     252        1   180.60    0.00    0.36   14.10   15.37    7.59   12.90
  253     253        1   186.80    0.00    0.37   13.00   15.42    7.64   12.85
  254     254        1   193.00    0.00    0.39   10.50   15.47    7.70   12.71
  255     255        1   199.20    0.00    0.40   10.90   15.53    7.73   12.56
  256     256        1   205.40    0.00    0.41   13.20   15.61    7.77   12.49
  257     257        1   211.60    0.00    0.42   12.90   15.66    7.80   12.52
  258     258        1   217.80    0.00    0.44   14.70   15.73    7.85   12.63
  259     259        1   224.00    0.00    0.45   13.70   15.74    7.90   12.69
  260     260        1   230.20    0.00    0.46   12.90   15.72    7.95   12.66
  261     261        1   236.40    0.00    0.48    9.51   15.67    7.99   12.52
  262     262        1   242.60    0.00    0.49   11.10   15.62    8.04   12.39
  263     263        1   248.80    0.00    0.50    8.37   15.59    8.07   12.23
  264     264        1   255.00    0.00    0.51    8.07   15.58    8.11   11.96
  265     265        1   261.20    0.00    0.53   13.40   15.60    8.16   11.88
  266     266        1   267.40    0.00    0.54   13.40   15.61    8.22   12.02
  267     267        1   273.60    0.00    0.55   12.90   15.63    8.27   12.14
  268     268        1   279.80    0.00    0.57   14.40   15.64    8.34   12.28
  269     269        1   286.00    0.00    0.58   12.20   15.64    8.39   11.99
  270     270        1   292.20    0.00    0.59   14.30   15.67    8.46   12.06
  271     271        1   298.40    0.00    0.60   12.70   15.68    8.52   11.66
  272     272        1   304.60    0.00    0.62   12.20   15.72    8.59   11.39
  273     273        1   310.80    0.00    0.63   12.90   15.75    8.68   11.44
  274     274        1   317.00    0.00    0.64   13.20   15.76    8.74   11.57
  275     275        1   323.20    0.00    0.65   11.70   15.78    8.80   11.12
  276     276        1   329.40    0.00    0.67   13.10   15.83    8.86   11.22
  277     277        1   335.60    0.00    0.68   12.70   15.84    8.91   11.37
  278     278        1   341.80    0.00    0.69   13.70   15.85    8.96   11.50
  279     279        1   348.00    0.00    0.71   14.10   15.86    9.01   11.66
  280     280        1   354.20    0.00    0.72   12.90   15.85    9.05   11.79
  281     281        1   360.40    0.00    0.73   13.10   15.85    9.09   11.87
  282     282        1   366.60    0.00    0.74   12.10   15.83    9.15   11.69
  283     283        1   372.80    0.00    0.76   10.30   15.79    9.19   11.67
  284     284        1   379.00    0.00    0.77    8.55   15.74    9.24   11.58
  285     285        1   385.20    0.00    0.78    7.65   15.66    9.29   11.45
  286     286        1   391.40    0.00    0.80    7.19   15.57    9.34   11.29
  287     287        1   397.60    0.00    0.81    6.15   15.46    9.38   11.11
  288     288        1   403.80    0.00    0.82    6.31   15.38    9.45   10.94
  289     289        1   410.00    0.00    0.83    6.52   15.30    9.53   10.79
  290     290        1   416.20    0.00    0.85    5.62   15.20    9.60   10.64
  291     291        1   422.40    0.00    0.86    6.54   15.10    9.65   10.52
  292     292        1   428.60    0.00    0.87    2.31   14.99    9.69   10.33
  293     293        1   434.80    0.00    0.89    1.62   14.89    9.73   10.06
  294     294        1   441.00    0.00    0.90    0.80   14.78    9.78    9.77
  295     295        1   447.20    0.00    0.91    8.47   14.74    9.85    9.18
  296     296        1   453.40    0.00    0.92   10.60   14.68    9.95    9.26
  297     297        1   459.60    0.00    0.94    3.65   14.58   10.01    9.28
  298     298        1   465.80    0.00    0.95    0.89   14.49   10.08    9.09
  299     299        1   472.00    0.00    0.96    7.93   14.41   10.17    8.86
  300     300        1   478.20    0.00    0.98   10.50   14.34   10.27    8.96
  301     301        1   484.40    0.00    0.99    9.36   14.25   10.35    9.12
  302     302        1   490.60    0.00    1.00    7.71   14.16   10.41    8.83
  303     303        1   496.80    0.00    1.01    5.48   14.06   10.45    7.55
  304     304        1   503.00    0.00    1.03    1.63   13.93   10.50    7.52
  305     305        1   509.20    0.00    1.04    5.27   13.80   10.56    7.19
  306     306        1   515.40    0.00    1.05    9.44   13.69   10.61    7.32
  307     307        1   521.60    0.00    1.06   12.80   13.61   10.68    7.62
  308     308        1   527.80    0.00    1.08    9.79   13.50   10.72    7.90
  309     309        1   534.00    0.00    1.09    5.61   13.37   10.73    7.64
  310     310        1   540.20    0.00    1.10    7.16   13.27   10.74    7.71
  311     311        1   546.40    0.00    1.12    7.95   13.21   10.77    7.86
  312     312        1   552.60    0.00    1.13    7.95   13.15   10.79    8.01
  313     313        1   558.80    0.00    1.14    6.25   13.08   10.79    8.04
  314     314        1   565.00    0.00    1.15    5.05   13.00   10.78    7.26
  315     315        1   571.20    0.00    1.17    3.98   12.93   10.77    6.34
  316     316        1   577.40    0.00    1.18    6.07   12.86   10.79    6.42
  317     317        1   583.60    0.00    1.19    5.30   12.79   10.79    6.56
  318     318        1   589.81    0.00    1.21    6.58   12.73   10.81    6.70
  319     319        1   596.01    0.00    1.22    7.00   12.69   10.82    6.86
  320     320        1   602.21    0.00    1.23    7.63   12.64   10.84    7.03
  321     321        1   608.41    0.00    1.24    9.99   12.61   10.88    7.23
  322     322        1   614.61    0.00    1.26    8.66   12.57   10.93    7.43
  323     323        1   620.81    0.00    1.27   11.50   12.56   10.97    7.65
  324     324        1   627.01    0.00    1.28    5.96   12.50   10.99    7.73
  325     325        1   633.21    0.00    1.30   -0.44   12.37   11.00    7.67
  326     326        1   639.41    0.00    1.31    1.90   12.26   11.01    7.59
  327     327        1   645.61    0.00    1.32    5.53   12.17   11.05    7.60
  328     328        1   651.81    0.00    1.33    2.80   12.04   11.07    7.60
  329     329        1   658.01    0.00    1.35    2.16   11.90   11.07    7.57
  330     330        1   664.21    0.00    1.36    7.45   11.80   11.09    7.62
  331     331        1   670.41    0.00    1.37    5.18   11.69   11.10    7.25
  332     332        1   676.61    0.00    1.39   -1.01   11.57   11.09    7.19
  333     333        1   682.82    0.00    1.40    0.30   11.46   11.09    7.11
  334     334        1   689.02    0.00    1.41   -1.28   11.36   11.08    7.03
  335     335        1   695.22    0.00    1.42   -0.82   11.24   11.09    6.94
  336     336        1   701.42    0.00    1.44    1.63   11.13   11.10    6.89
  337     337        1   707.62    0.00    1.45    1.42   11.01   11.10    6.87
  338     338        1   713.82    0.00    1.46    2.42   10.88   11.09    5.33
  339     339        1   720.02    0.00    1.47    3.24   10.78   11.09    5.39
  340     340        1   726.22    0.00    1.49    5.76   10.71   11.09    5.52
  341     341        1   732.42    0.00    1.50    7.10   10.64   11.09    5.70
  342     342        1   738.62    0.00    1.51    4.73   10.54   11.08    5.85
  343     343        1   744.82    0.00    1.53    2.77   10.42   11.07    5.55
  344     344        1   751.02    0.00    1.54    1.98   10.29   11.05    5.05
  345     345        1   757.22    0.00    1.55    1.87   10.17   11.04    4.94
  346     346        1   763.42    0.00    1.56    1.66   10.06   11.01    4.79
  347     347        1   769.63    0.00    1.58    4.28    9.97   10.98    4.87
  348     348        1   775.83    0.00    1.59    2.65    9.84   10.97    4.99
  349     349        1   782.03    0.00    1.60    0.75    9.68   10.96    4.18
  350     350        1   788.23    0.00    1.62    5.41    9.54   10.97    4.29
  351     351        1   794.43    0.00    1.63    4.84    9.44   10.97    4.47
  352     352        1   800.63    0.00    1.64    3.28    9.34   10.95    4.62
  353     353        1   806.83    0.00    1.65    4.60    9.26   10.96    4.76
  354     354        1   813.03    0.00    1.67    6.02    9.16   10.97    4.92
  355     355        1   819.23    0.00    1.68    5.60    9.06   10.98    5.09
  356     356        1   825.43    0.00    1.69    6.16    8.95   11.00    5.25
  357     357        1   831.63    0.00    1.71    4.42    8.81   11.00    5.39
  358     358        1   837.83    0.00    1.72    2.92    8.68   11.00    5.48
  359     359        1   844.03    0.00    1.73   -1.91    8.51   10.98    5.50
  360     360        1   850.23    0.00    1.74   -0.83    8.34   10.96    5.48
  361     361        1   856.43    0.00    1.76   -3.49    8.15   10.94    5.44
  362     362        1   862.64    0.00    1.77    3.25    8.03   10.95    5.44
  363     363        1   868.84    0.00    1.78    3.42    7.90   10.95    5.52
  364     364        1   875.04    0.00    1.80    3.88    7.77   10.95    5.61
  365     365        1   881.24    0.00    1.81    1.42    7.64   10.93    4.56
  366       1        2   887.44    0.00    1.82    0.13    7.52   10.91    3.71
  367       2        2   893.64    0.00    1.83    0.63    7.42   10.88    3.76
  368       3        2   899.84    0.00    1.85   -0.76    7.32   10.85    3.09
  369       4        2   906.04    0.00    1.86   -0.13    7.22   10.82    3.14
  370       5        2   912.24    0.00    1.87   -0.56    7.12   10.82    3.23
  371       6        2   918.44    0.00    1.88   -1.87    7.01   10.80    2.34
  372       7        2   924.64    0.00    1.90   -0.74    6.90   10.79    2.40
  373       8        2   930.84    0.00    1.91   -0.19    6.81   10.78    2.51
  374       9        2   937.04    0.00    1.92   -2.27    6.69   10.77    2.13
  375      10        2   943.24    0.00    1.94   -1.53    6.59   10.75    2.18
  376      11        2   949.45    0.00    1.95   -1.90    6.45   10.73    2.27
  377      12        2   955.65    0.00    1.96   -3.19    6.31   10.70    1.53
  378      13        2   961.85    0.00    1.97   -3.35    6.17   10.68    1.32
  379      14        2   968.05    0.00    1.99   -4.47    6.04   10.64    0.56
  380      15        2   974.25    0.00    2.00  -10.20    5.86   10.58    0.55
  381      16        2   980.45    0.00    2.01   -3.91    5.72   10.54    0.59
  382      17        2   986.65    0.00    2.03   -3.05    5.60   10.51    0.70
  383      18        2   992.85    0.00    2.04   -1.67    5.50   10.49    0.82
  384      19        2   999.05    0.00    2.05   -1.51    5.41   10.47    0.95
  385      20        2  1005.25    0.00    2.06    0.34    5.31   10.46    1.10
  386      21        2  1011.45    0.00    2.08    2.02    5.22   10.44    1.28
  387      22        2  1017.65    0.00    2.09    1.96    5.12   10.43    1.46
  388      23        2  1023.85    0.00    2.10    3.00    5.04   10.39    1.64
  389      24        2  1030.05    0.00    2.12   -1.90    4.93   10.32    1.78
  390      25        2  1036.25    0.00    2.13   -0.95    4.85   10.26    1.88
  391      26        2  1042.45    0.00    2.14   -3.49    4.73   10.18    1.05
