 Day of  Day of     Year  
 sim.     year                   Qrad         Qslur2air     Qslur2floor    Qslur2dwall     Qslur2uwall      Qfeed          Qout         Qoutave          HH           HHadj
  142     142        1            -88.         -3117.           223.           107.            -0.          -673.         -3548.         -3653.     -12773241.     -12773241.
  143     143        1            -36.          1176.           219.           106.             0.          -675.           790.           813.       2843287.       2843287.
  144     144        1            -42.           306.           221.           106.             0.          -675.           -84.           -85.       -303352.       -303352.
  145     145        1            -73.         -3773.           243.           108.            -0.          -659.         -4153.         -4275.     -14952379.     -14952379.
  146     146        1            -12.            88.           247.           109.             0.          -657.          -226.          -233.       -813782.       -813782.
  147     147        1            -15.          3486.           233.           107.             0.          -669.          3142.          3233.      11310949.      11310949.
  148     148        1           -110.         -3053.           251.           108.            -0.          -656.         -3461.         -3560.     -12458181.     -12458181.
  149     149        1           -124.         -3942.           276.           110.            -0.          -639.         -4320.         -4444.     -15553011.     -15553011.
  150     150        1           -123.         -5715.           309.           112.            -0.          -615.         -6033.         -6205.     -21717594.     -21717594.
  151     151        1            -64.         -5433.           340.           115.            -0.          -592.         -5634.         -5795.     -20284066.     -20284066.
  152     152        1           -111.         -4373.           367.           117.            -0.          -574.         -4575.         -4705.     -16468766.     -16468766.
  153     153        1            -92.         -6666.           404.           120.            -0.          -547.         -6782.         -6974.     -24414498.     -24414498.
  154     154        1           -111.         -7008.           443.           123.            -0.          -519.         -7072.         -7272.     -25460328.     -25460328.
  155     155        1           -108.         -7338.           482.           127.            -0.          -490.         -7328.         -7533.     -26379856.     -26379856.
  156     156        1           -119.         -9770.           533.           131.            -0.          -452.         -9677.         -9948.     -34838220.     -34838220.
  157     157        1           -106.        -10379.           586.           136.            -0.          -412.        -10176.        -10459.     -36632360.     -36632360.
  158     158        1            -84.        -10307.           638.           141.            -0.          -373.         -9985.        -10262.     -35947616.     -35947616.
  159     159        1            -57.         -7604.           676.           144.            -0.          -345.         -7187.         -7385.     -25872560.     -25872560.
  160     160        1            -77.         -7142.           709.           147.            -0.          -319.         -6682.         -6866.     -24054438.     -24054438.
  161     161        1           -116.         -8289.           748.           150.            -0.          -289.         -7796.         -8010.     -28065628.     -28065628.
  162     162        1           -101.         -9257.           790.           154.            -0.          -255.         -8670.         -8907.     -31211716.     -31211716.
  163     163        1            -52.         -3977.           809.           155.            -0.          -242.         -3306.         -3396.     -11901303.     -11901303.
  164     164        1           -122.         -2767.           821.           156.            -0.          -234.         -2146.         -2204.      -7725068.      -7725068.
  165     165        1            -78.         -3333.           833.           157.            -0.          -224.         -2645.         -2716.      -9521513.      -9521513.
  166     166        1             -0.           -45.           832.           156.            -0.          -226.           718.           737.       2585087.       2585087.
  167     167        1           -115.         -7082.           864.           159.            -0.          -203.         -6377.         -6548.     -22956302.     -22956302.
  168     168        1            -21.         -4289.           884.           160.            -0.          -189.         -3455.         -3547.     -12438459.     -12438459.
  169     169        1            -33.           -34.           883.           160.            -0.          -192.           784.           805.       2823977.       2823977.
  170     170        1           -115.         -5755.           907.           162.            -0.          -174.         -4976.         -5107.     -17912050.     -17912050.
  171     171        1           -120.         -9239.           948.           166.            -0.          -236.         -8481.         -8714.     -30532116.     -30532116.
  172     172        1           -113.         -9135.           989.           170.            -0.          -185.         -8273.         -8499.     -29784016.     -29784016.
  173     173        1           -121.         -7055.          1022.           173.            -0.          -148.         -6129.         -6295.     -22064246.     -22064246.
  174     174        1           -120.         -4539.          1042.           174.            -0.          -126.         -3569.         -3666.     -12849021.     -12849021.
  175     175        1           -116.         -6374.          1069.           176.            -0.           -94.         -5339.         -5482.     -19219940.     -19219940.
  176     176        1           -119.        -10653.          1114.           180.            -0.           -38.         -9516.         -9770.     -34258920.     -34258920.
  177     177        1           -119.        -11576.          1162.           185.            -0.            22.        -10326.        -10600.     -37173444.     -37173444.
  178     178        1           -120.        -10611.          1203.           189.            -0.            77.         -9262.         -9506.     -33343892.     -33343892.
  179     179        1           -108.        -10356.          1242.           193.            -0.           129.         -8900.         -9134.     -32040696.     -32040696.
  180     180        1            -87.         -9323.          1276.           196.            -0.           175.         -7764.         -7966.     -27950194.     -27950194.
  181     181        1            -76.         -5155.          1292.           197.            -0.           196.         -3545.         -3637.     -12763236.     -12763236.
  182     182        1            -61.           565.          1282.           196.             0.           185.          2166.          2222.       7799225.       7799225.
  183     183        1            -79.           344.          1272.           194.             0.           174.          1907.          1955.       6863580.       6863580.
  184     184        1            -74.           532.          1262.           193.             0.           162.          2076.          2129.       7472171.       7472171.
  185     185        1           -112.           582.          1253.           191.             0.           151.          2065.          2117.       7433831.       7433831.
  186     186        1            -48.          2888.          1232.           189.             0.           127.          4387.          4498.      15794527.      15794527.
  187     187        1            -27.          1515.          1219.           187.             0.           109.          3003.          3079.      10812303.      10812303.
  188     188        1            -52.          1663.          1204.           185.             0.            92.          3092.          3169.      11131400.      11131400.
  189     189        1            -91.          1010.          1193.           183.             0.            79.          2374.          2433.       8545815.       8545815.
  190     190        1            -88.          4639.          1168.           179.             0.            47.          5945.          6091.      21400304.      21400304.
  191     191        1           -107.           816.          1158.           177.             0.            35.          2079.          2130.       7484307.       7484307.
  192     192        1            -58.          2994.          1141.           174.             0.            12.          4263.          4367.      15345912.      15345912.
  193     193        1            -71.          1100.          1131.           172.             0.            -1.          2331.          2387.       8390450.       8390450.
  194     194        1            -82.          2207.          1118.           170.             0.           -19.          3394.          3476.      12219966.      12219966.
  195     195        1            -89.          1811.          1108.           166.             0.           -35.          2961.          3032.      10660284.      10660284.
  196     196        1            -80.         -1630.          1111.           165.            -0.           -33.          -467.          -478.      -1681062.      -1681062.
  197     197        1            -58.         -1879.          1115.           165.            -0.           -29.          -687.          -703.      -2472652.      -2472652.
  198     198        1            -97.         -3317.          1125.           165.            -0.           -18.         -2143.         -2193.      -7713819.      -7713819.
  199     199        1           -114.         -6831.          1146.           166.            -0.            10.         -5622.         -5755.     -20240174.     -20240174.
  200     200        1            -86.         -5955.          1163.           168.            -0.            35.         -4676.         -4785.     -16832334.     -16832334.
  201     201        1            -89.         -7113.          1184.           170.            -0.            65.         -5784.         -5918.     -20820846.     -20820846.
  202     202        1            -54.         -5567.          1200.           171.            -0.            86.         -4164.         -4261.     -14990998.     -14990998.
  203     203        1            -51.          2050.          1188.           169.             0.            70.          3426.          3505.      12334102.      12334102.
  204     204        1           -110.          1393.          1178.           167.             0.            57.          2684.          2746.       9662779.       9662779.
  205     205        1            -95.          3294.          1162.           164.             0.            34.          4558.          4662.      16409533.      16409533.
  206     206        1            -92.           995.          1153.           161.             0.            22.          2239.          2289.       8058674.       8058674.
  207     207        1            -94.          -153.          1148.           159.            -0.            16.          1076.          1101.       3874546.       3874546.
  208     208        1           -100.         -2860.          1154.           158.            -0.            24.         -1623.         -1660.      -5842860.      -5842860.
  209     209        1            -96.         -4936.          1168.           158.            -0.            42.         -3664.         -3746.     -13190780.     -13190780.
  210     210        1            -42.         -1204.          1169.           156.            -0.            42.           120.           123.        432821.        432821.
  211     211        1            -70.          -540.          1167.           153.            -0.            38.           748.           765.       2694514.       2694514.
  212     212        1            -54.         -1101.          1167.           151.            -0.            37.           200.           204.        718285.        718285.
  213     213        1            -75.         -2309.          1170.           149.            -0.            42.         -1022.         -1045.      -3680806.      -3680806.
  214     214        1           -102.         -3874.          1179.           149.            -0.            54.         -2594.         -2651.      -9338443.      -9338443.
  215     215        1            -70.         -5120.          1194.           148.            -0.            72.         -3776.         -3858.     -13592559.     -13592559.
  216     216        1            -76.         -2852.          1202.           146.            -0.            80.         -1499.         -1532.      -5397516.      -5397516.
  217     217        1            -82.          -663.          1202.           144.            -0.            77.           679.           693.       2443052.       2443052.
  218     218        1            -78.          -285.          1200.           141.            -0.            72.          1049.          1072.       3776920.       3776920.
  219     219        1            -63.         -5800.          1214.           140.            -0.            92.         -4418.         -4512.     -15903390.     -15903390.
  220     220        1            -96.         -8322.          1237.           139.            -0.           124.         -6917.         -7064.     -24901640.     -24901640.
  221     221        1            -97.         -9424.          1266.           140.            -0.           161.         -7954.         -8122.     -28633876.     -28633876.
  222     222        1            -97.         -3272.          1274.           138.            -0.           171.         -1787.         -1824.      -6431660.      -6431660.
  223     223        1           -103.           131.          1270.           135.             0.           164.          1596.          1630.       5746528.       5746528.
  224     224        1            -99.          1281.          1263.           131.             0.           152.          2728.          2785.       9820560.       9820560.
  225     225        1            -87.         -4562.          1274.           130.            -0.           165.         -3080.         -3144.     -11087094.     -11087094.
  226     226        1            -83.         -3657.          1283.           129.            -0.           175.         -2153.         -2198.      -7752347.      -7752347.
  227     227        1            -80.         -5860.          1299.           128.            -0.           194.         -4320.         -4409.     -15551786.     -15551786.
  228     228        1            -94.         -7859.          1321.           129.            -0.           222.         -6281.         -6410.     -22611506.     -22611506.
  229     229        1            -91.         -5512.          1335.           128.            -0.           240.         -3899.         -3979.     -14037138.     -14037138.
  230     230        1            -82.         -4850.          1347.           128.            -0.           255.         -3201.         -3266.     -11524699.     -11524699.
  231     231        1            -74.         -5951.          1362.           129.            -0.           274.         -4260.         -4346.     -15336214.     -15336214.
  232     232        1            -88.         -5946.          1376.           129.            -0.           293.         -4236.         -4321.     -15250192.     -15250192.
  233     233        1            -62.         -3802.          1383.           129.            -0.           302.         -2050.         -2091.      -7380498.      -7380498.
  234     234        1            -55.         -4272.          1389.           129.            -0.           313.         -2497.         -2546.      -8988154.      -8988154.
  235     235        1            -48.         -5264.          1398.           129.            -0.           328.         -3457.         -3525.     -12444291.     -12444291.
  236     236        1            -57.         -2073.          1397.           129.            -0.           330.          -274.          -280.       -988163.       -988163.
  237     237        1            -45.          1151.          1385.           127.             0.           318.          2936.          2993.      10568252.      10568252.
  238     238        1            -79.          4677.          1363.           123.             0.           291.          6375.          6500.      22949198.      22949198.
  239     239        1            -66.          4743.          1341.           119.             0.           344.          6480.          6610.      23327416.      23327416.
  240     240        1            -64.          5345.          1316.           114.             0.           304.          7015.          7156.      25254952.      25254952.
  241     241        1            -46.          5530.          1292.           110.             0.           264.          7149.          7292.      25737918.      25737918.
  242     242        1            -24.          4907.          1269.           106.             0.           228.          6485.          6614.      23347778.      23347778.
  243     243        1            -41.          2965.          1254.           102.             0.           203.          4484.          4572.      16140691.      16140691.
  244     244        1            -48.          6719.          1229.            97.             0.           159.          8155.          8314.      29356284.      29356284.
  245     245        1            -75.          2984.          1214.            93.             0.           134.          4351.          4436.      15662916.      15662916.
  246     246        1            -38.          5401.          1192.            89.             0.            98.          6742.          6873.      24272048.      24272048.
  247     247        1            -23.          -706.          1188.            86.            -0.            93.           638.           651.       2298457.       2298457.
  248     248        1            -32.          -322.          1184.            84.            -0.            88.          1002.          1021.       3605669.       3605669.
  249     249        1            -65.          1260.          1175.            81.             0.            75.          2526.          2574.       9093050.       9093050.
  250     250        1            -62.          3468.          1159.            77.             0.            50.          4692.          4781.      16892058.      16892058.
  251     251        1            -72.          4002.          1141.            73.             0.            23.          5167.          5264.      18600944.      18600944.
  252     252        1            -42.          1298.          1133.            71.             0.            10.          2469.          2515.       8888029.       8888029.
  253     253        1            -22.          2703.          1120.            67.             0.           -10.          3858.          3930.      13890296.      13890296.
  254     254        1            -73.          5952.          1100.            63.             0.           -46.          6995.          7125.      25183434.      25183434.
  255     255        1            -60.          5212.          1081.            59.             0.           -79.          6213.          6328.      22368454.      22368454.
  256     256        1            -14.          1942.          1071.            55.             0.           -95.          2961.          3015.      10658260.      10658260.
  257     257        1            -65.          2263.          1059.            52.             0.          -111.          3198.          3257.      11513632.      11513632.
  258     258        1            -28.          -248.          1055.            49.            -0.          -115.           713.           726.       2567702.       2567702.
